PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=46 ttl=64 time=0.462 ms
64 bytes from 10.130.0.226: icmp_seq=47 ttl=64 time=0.486 ms
64 bytes from 10.130.0.226: icmp_seq=48 ttl=64 time=0.486 ms
64 bytes from 10.130.0.226: icmp_seq=49 ttl=64 time=0.505 ms
64 bytes from 10.130.0.226: icmp_seq=50 ttl=64 time=0.424 ms
64 bytes from 10.130.0.226: icmp_seq=51 ttl=64 time=0.485 ms
64 bytes from 10.130.0.226: icmp_seq=52 ttl=64 time=0.486 ms
64 bytes from 10.130.0.226: icmp_seq=53 ttl=64 time=0.649 ms
64 bytes from 10.130.0.226: icmp_seq=54 ttl=64 time=0.489 ms
64 bytes from 10.130.0.226: icmp_seq=55 ttl=64 time=0.326 ms
64 bytes from 10.130.0.226: icmp_seq=56 ttl=64 time=0.352 ms
64 bytes from 10.130.0.226: icmp_seq=57 ttl=64 time=0.320 ms
64 bytes from 10.130.0.226: icmp_seq=58 ttl=64 time=0.213 ms
64 bytes from 10.130.0.226: icmp_seq=59 ttl=64 time=0.259 ms
64 bytes from 10.130.0.226: icmp_seq=60 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=61 ttl=64 time=0.361 ms
64 bytes from 10.130.0.226: icmp_seq=62 ttl=64 time=0.316 ms
64 bytes from 10.130.0.226: icmp_seq=63 ttl=64 time=0.441 ms
64 bytes from 10.130.0.226: icmp_seq=64 ttl=64 time=0.369 ms
64 bytes from 10.130.0.226: icmp_seq=65 ttl=64 time=0.264 ms
64 bytes from 10.130.0.226: icmp_seq=66 ttl=64 time=0.461 ms
64 bytes from 10.130.0.226: icmp_seq=67 ttl=64 time=0.280 ms
64 bytes from 10.130.0.226: icmp_seq=68 ttl=64 time=0.567 ms
64 bytes from 10.130.0.226: icmp_seq=69 ttl=64 time=0.268 ms
64 bytes from 10.130.0.226: icmp_seq=70 ttl=64 time=0.416 ms
64 bytes from 10.130.0.226: icmp_seq=71 ttl=64 time=0.297 ms
64 bytes from 10.130.0.226: icmp_seq=72 ttl=64 time=0.250 ms
64 bytes from 10.130.0.226: icmp_seq=73 ttl=64 time=0.503 ms
64 bytes from 10.130.0.226: icmp_seq=74 ttl=64 time=0.387 ms
64 bytes from 10.130.0.226: icmp_seq=75 ttl=64 time=0.260 ms
64 bytes from 10.130.0.226: icmp_seq=76 ttl=64 time=0.262 ms
64 bytes from 10.130.0.226: icmp_seq=77 ttl=64 time=0.284 ms
64 bytes from 10.130.0.226: icmp_seq=78 ttl=64 time=0.326 ms
64 bytes from 10.130.0.226: icmp_seq=79 ttl=64 time=0.461 ms
64 bytes from 10.130.0.226: icmp_seq=80 ttl=64 time=0.469 ms
64 bytes from 10.130.0.226: icmp_seq=81 ttl=64 time=0.498 ms
64 bytes from 10.130.0.226: icmp_seq=82 ttl=64 time=0.596 ms
64 bytes from 10.130.0.226: icmp_seq=83 ttl=64 time=0.508 ms
64 bytes from 10.130.0.226: icmp_seq=84 ttl=64 time=0.433 ms
64 bytes from 10.130.0.226: icmp_seq=85 ttl=64 time=0.423 ms
64 bytes from 10.130.0.226: icmp_seq=86 ttl=64 time=0.558 ms
64 bytes from 10.130.0.226: icmp_seq=87 ttl=64 time=0.383 ms
64 bytes from 10.130.0.226: icmp_seq=88 ttl=64 time=2.47 ms
64 bytes from 10.130.0.226: icmp_seq=89 ttl=64 time=0.476 ms
64 bytes from 10.130.0.226: icmp_seq=90 ttl=64 time=0.439 ms
64 bytes from 10.130.0.226: icmp_seq=91 ttl=64 time=0.474 ms
64 bytes from 10.130.0.226: icmp_seq=92 ttl=64 time=0.349 ms
64 bytes from 10.130.0.226: icmp_seq=93 ttl=64 time=0.526 ms
64 bytes from 10.130.0.226: icmp_seq=94 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=95 ttl=64 time=0.593 ms
