PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=27 ttl=64 time=0.587 ms
64 bytes from 10.130.0.226: icmp_seq=28 ttl=64 time=0.472 ms
64 bytes from 10.130.0.226: icmp_seq=29 ttl=64 time=0.457 ms
64 bytes from 10.130.0.226: icmp_seq=30 ttl=64 time=0.491 ms
64 bytes from 10.130.0.226: icmp_seq=31 ttl=64 time=0.497 ms
64 bytes from 10.130.0.226: icmp_seq=32 ttl=64 time=0.540 ms
64 bytes from 10.130.0.226: icmp_seq=33 ttl=64 time=0.445 ms
64 bytes from 10.130.0.226: icmp_seq=34 ttl=64 time=0.537 ms
64 bytes from 10.130.0.226: icmp_seq=35 ttl=64 time=0.575 ms
64 bytes from 10.130.0.226: icmp_seq=36 ttl=64 time=0.508 ms
64 bytes from 10.130.0.226: icmp_seq=37 ttl=64 time=0.459 ms
64 bytes from 10.130.0.226: icmp_seq=38 ttl=64 time=0.766 ms
64 bytes from 10.130.0.226: icmp_seq=39 ttl=64 time=0.501 ms
64 bytes from 10.130.0.226: icmp_seq=40 ttl=64 time=0.604 ms
64 bytes from 10.130.0.226: icmp_seq=41 ttl=64 time=0.526 ms
64 bytes from 10.130.0.226: icmp_seq=42 ttl=64 time=0.497 ms
64 bytes from 10.130.0.226: icmp_seq=43 ttl=64 time=0.501 ms
64 bytes from 10.130.0.226: icmp_seq=44 ttl=64 time=0.571 ms
64 bytes from 10.130.0.226: icmp_seq=45 ttl=64 time=0.535 ms
64 bytes from 10.130.0.226: icmp_seq=46 ttl=64 time=0.583 ms
64 bytes from 10.130.0.226: icmp_seq=47 ttl=64 time=0.536 ms
64 bytes from 10.130.0.226: icmp_seq=48 ttl=64 time=0.465 ms
64 bytes from 10.130.0.226: icmp_seq=49 ttl=64 time=0.361 ms
64 bytes from 10.130.0.226: icmp_seq=50 ttl=64 time=0.644 ms
64 bytes from 10.130.0.226: icmp_seq=51 ttl=64 time=0.486 ms
64 bytes from 10.130.0.226: icmp_seq=52 ttl=64 time=0.438 ms
64 bytes from 10.130.0.226: icmp_seq=53 ttl=64 time=0.480 ms
64 bytes from 10.130.0.226: icmp_seq=54 ttl=64 time=0.480 ms
64 bytes from 10.130.0.226: icmp_seq=55 ttl=64 time=0.453 ms
64 bytes from 10.130.0.226: icmp_seq=56 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=57 ttl=64 time=0.436 ms
64 bytes from 10.130.0.226: icmp_seq=58 ttl=64 time=0.492 ms
64 bytes from 10.130.0.226: icmp_seq=59 ttl=64 time=0.571 ms
64 bytes from 10.130.0.226: icmp_seq=60 ttl=64 time=0.667 ms
64 bytes from 10.130.0.226: icmp_seq=61 ttl=64 time=0.626 ms
64 bytes from 10.130.0.226: icmp_seq=62 ttl=64 time=2.07 ms
64 bytes from 10.130.0.226: icmp_seq=63 ttl=64 time=0.380 ms
64 bytes from 10.130.0.226: icmp_seq=64 ttl=64 time=0.371 ms
64 bytes from 10.130.0.226: icmp_seq=65 ttl=64 time=0.317 ms
64 bytes from 10.130.0.226: icmp_seq=66 ttl=64 time=0.832 ms
64 bytes from 10.130.0.226: icmp_seq=67 ttl=64 time=0.333 ms
64 bytes from 10.130.0.226: icmp_seq=68 ttl=64 time=0.304 ms
64 bytes from 10.130.0.226: icmp_seq=69 ttl=64 time=0.301 ms
64 bytes from 10.130.0.226: icmp_seq=70 ttl=64 time=0.301 ms
64 bytes from 10.130.0.226: icmp_seq=71 ttl=64 time=0.347 ms
64 bytes from 10.130.0.226: icmp_seq=72 ttl=64 time=0.379 ms
64 bytes from 10.130.0.226: icmp_seq=73 ttl=64 time=0.506 ms
64 bytes from 10.130.0.226: icmp_seq=74 ttl=64 time=0.264 ms
64 bytes from 10.130.0.226: icmp_seq=75 ttl=64 time=0.282 ms
64 bytes from 10.130.0.226: icmp_seq=76 ttl=64 time=0.219 ms
64 bytes from 10.130.0.226: icmp_seq=77 ttl=64 time=0.297 ms
64 bytes from 10.130.0.226: icmp_seq=78 ttl=64 time=0.364 ms
64 bytes from 10.130.0.226: icmp_seq=79 ttl=64 time=0.334 ms
64 bytes from 10.130.0.226: icmp_seq=80 ttl=64 time=0.340 ms
64 bytes from 10.130.0.226: icmp_seq=81 ttl=64 time=0.354 ms
64 bytes from 10.130.0.226: icmp_seq=82 ttl=64 time=0.272 ms
64 bytes from 10.130.0.226: icmp_seq=83 ttl=64 time=0.273 ms
64 bytes from 10.130.0.226: icmp_seq=84 ttl=64 time=0.252 ms
64 bytes from 10.130.0.226: icmp_seq=85 ttl=64 time=0.260 ms
64 bytes from 10.130.0.226: icmp_seq=86 ttl=64 time=0.440 ms
64 bytes from 10.130.0.226: icmp_seq=87 ttl=64 time=0.610 ms
64 bytes from 10.130.0.226: icmp_seq=88 ttl=64 time=0.408 ms
64 bytes from 10.130.0.226: icmp_seq=89 ttl=64 time=0.454 ms
64 bytes from 10.130.0.226: icmp_seq=90 ttl=64 time=0.340 ms
64 bytes from 10.130.0.226: icmp_seq=91 ttl=64 time=0.502 ms
64 bytes from 10.130.0.226: icmp_seq=92 ttl=64 time=0.599 ms
64 bytes from 10.130.0.226: icmp_seq=93 ttl=64 time=0.482 ms
64 bytes from 10.130.0.226: icmp_seq=94 ttl=64 time=0.642 ms
64 bytes from 10.130.0.226: icmp_seq=95 ttl=64 time=0.426 ms
64 bytes from 10.130.0.226: icmp_seq=96 ttl=64 time=0.443 ms
64 bytes from 10.130.0.226: icmp_seq=97 ttl=64 time=0.469 ms
64 bytes from 10.130.0.226: icmp_seq=98 ttl=64 time=0.544 ms
64 bytes from 10.130.0.226: icmp_seq=99 ttl=64 time=0.494 ms
64 bytes from 10.130.0.226: icmp_seq=100 ttl=64 time=0.305 ms
64 bytes from 10.130.0.226: icmp_seq=101 ttl=64 time=0.459 ms
64 bytes from 10.130.0.226: icmp_seq=102 ttl=64 time=0.534 ms
64 bytes from 10.130.0.226: icmp_seq=103 ttl=64 time=0.482 ms
64 bytes from 10.130.0.226: icmp_seq=104 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=105 ttl=64 time=0.474 ms
