PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=85 ttl=64 time=0.422 ms
64 bytes from 10.130.0.226: icmp_seq=86 ttl=64 time=0.376 ms
64 bytes from 10.130.0.226: icmp_seq=87 ttl=64 time=0.341 ms
64 bytes from 10.130.0.226: icmp_seq=88 ttl=64 time=0.320 ms
64 bytes from 10.130.0.226: icmp_seq=89 ttl=64 time=0.327 ms
64 bytes from 10.130.0.226: icmp_seq=90 ttl=64 time=0.446 ms
64 bytes from 10.130.0.226: icmp_seq=91 ttl=64 time=0.335 ms
64 bytes from 10.130.0.226: icmp_seq=92 ttl=64 time=0.380 ms
64 bytes from 10.130.0.226: icmp_seq=93 ttl=64 time=0.374 ms
64 bytes from 10.130.0.226: icmp_seq=94 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=95 ttl=64 time=0.541 ms
64 bytes from 10.130.0.226: icmp_seq=96 ttl=64 time=0.509 ms
64 bytes from 10.130.0.226: icmp_seq=97 ttl=64 time=0.475 ms
64 bytes from 10.130.0.226: icmp_seq=98 ttl=64 time=0.357 ms
64 bytes from 10.130.0.226: icmp_seq=99 ttl=64 time=0.349 ms
64 bytes from 10.130.0.226: icmp_seq=100 ttl=64 time=0.534 ms
64 bytes from 10.130.0.226: icmp_seq=101 ttl=64 time=0.617 ms
64 bytes from 10.130.0.226: icmp_seq=102 ttl=64 time=0.523 ms
64 bytes from 10.130.0.226: icmp_seq=103 ttl=64 time=0.530 ms
64 bytes from 10.130.0.226: icmp_seq=104 ttl=64 time=0.560 ms
64 bytes from 10.130.0.226: icmp_seq=105 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=106 ttl=64 time=1.33 ms
64 bytes from 10.130.0.226: icmp_seq=107 ttl=64 time=0.490 ms
64 bytes from 10.130.0.226: icmp_seq=108 ttl=64 time=0.364 ms
64 bytes from 10.130.0.226: icmp_seq=109 ttl=64 time=0.508 ms
